sample_id,pack,class_type,variant,gt_track,gt_artist,final_rank,fused_rank,ndcg@20,best_branch_rank,best_branch,n_branch_pools,gt_release_date_masked,gt_hard_dropped,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000
5b44bff3-76ed-495e-9dc1-0f075e3d178b::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector,Dreams - 2004 Remaster,Fleetwood Mac,49,70,0.0,1,lookup.era_popularity,14,False,False,True,True,True,True,True,False,True,True,True,True
a61b366c-8cf5-48ad-a13f-181c033b9d89::t2,POS_clean_final_hit_control,positive_control,current_config_state_selector,Pumped Up Kicks,Foster The People,21,27,0.0,5,state_feature_selector,16,False,False,True,True,True,True,True,False,True,True,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector,Ivy,Frank Ocean,2,3,0.6309297535714575,1,bm25,18,False,False,True,True,True,True,True,True,True,True,True,True
13552d56-f3d8-443a-9272-11ec16c80fa1::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector,Congratulations,"Quavo, Post Malone",839,839,0.0,146,state_feature_selector,9,False,False,False,False,False,True,True,False,False,False,False,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t3,POS_clean_final_hit_control,positive_control,current_config_state_selector,DARE,Gorillaz,21,21,0.0,2,bm25,17,False,False,True,True,True,True,True,False,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector,Even Flow,Pearl Jam,1,1,1.0,1,bm25,13,False,False,True,True,True,True,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector,It Was A Good Day,Ice Cube,2,2,0.6309297535714575,1,lookup.resolved_artist_discography,19,False,False,True,True,True,True,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,positive_control,current_config_state_selector,Rock with You - Single Version,Michael Jackson,1,1,1.0,1,bm25,14,False,False,True,True,True,True,True,True,True,True,True,True
0b9d547f-e748-464a-90e2-2199149f915c::t6,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,Give It To Me Baby,Rick James,209,398,0.0,68,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,25,False,False,False,False,True,True,True,False,False,False,False,True
e66c6a88-88ba-4117-9114-363bfa96294a::t7,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,Test Drive,John Powell,276,270,0.0,23,centroid.anchor_tracks.audio_laion_clap,24,False,False,False,True,True,True,True,False,False,False,False,True
0858f444-c9af-4f08-a9fc-2a731a24182b::t5,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,Armature,Emptyset,68,68,0.0,12,dense.clap_text.sonic.audio_laion_clap,24,False,False,True,True,True,True,True,False,False,True,True,True
41367174-552b-4117-9caa-d0ba1b307d37::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,Mercy,Muse,,,0.0,61,analysis.era_tag_popularity,25,False,False,False,False,True,True,True,False,False,False,False,False
10a15ba2-4126-4ae4-ac6c-dc170735ae9e::t7,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,I Can't Go to Sleep,Wu-Tang Clan,798,798,0.0,23,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,26,False,False,False,True,True,True,True,False,False,False,False,True
9b9b7c6b-b376-4d6b-8716-aa7cf0127322::t4,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,The Carbon Stampede,Cattle Decapitation,209,252,0.0,76,centroid.anchor_tracks.cf_bpr,24,False,False,False,False,True,True,True,False,False,False,False,True
5f29a9df-ad38-4349-a2f0-c9a690ea072d::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,Shaft,Kashmere Stage Band,,,0.0,50,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,22,False,False,False,True,True,True,True,False,False,False,False,False
78cdaccb-0f9b-4876-80b1-c20bf0b444e6::t8,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,In the Shadows,The Rasmus,,,0.0,266,analysis.artist_tag_neighbor_popularity,24,False,False,False,False,False,False,True,False,False,False,False,False
88af7ec3-c368-421b-9512-d0180da3d1f6::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,I Believe in a Thing Called Love,The Darkness,,,0.0,,,23,False,False,False,False,False,False,False,False,False,False,False,False
d9a65836-7165-45bf-aa3e-3ef7ba5d073a::t2,P0_roleless_stale_entity_failure,failure,all_candidate_plus_targeted_v4_state_selector,Move Along,The All-American Rejects,342,651,0.0,39,analysis.artist_neighbor_scene_v2,25,False,False,False,True,True,True,True,False,False,False,False,True
c7a965c3-cd7f-46f6-b166-9dce9a800e0a::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,S&M,Rihanna,146,146,0.0,30,analysis.tag_popularity_alias,24,False,False,False,True,True,True,True,False,False,False,True,True
88beb200-0334-4aba-be15-8e1303725766::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Used To,"Lil Wayne, Drake",,,0.0,14,analysis.same_album_fanout,22,False,False,True,True,True,True,True,False,False,False,False,False
daeef24e-b041-4140-9101-882820c63408::t7,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,The Analog Kid,Rush,216,216,0.0,69,state_feature_selector,21,False,False,False,False,True,True,True,False,False,False,False,True
8dc4c630-8369-4720-b379-2a7dcd8d34aa::t7,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Transcentience,Animals As Leaders,,,0.0,102,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,24,False,False,False,False,False,True,True,False,False,False,False,False
380a5ed5-3eb9-4201-8fa6-81381a583bf5::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,God Hates a Coward,Tomahawk,188,194,0.0,3,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,24,False,False,True,True,True,True,True,False,False,False,True,True
5f085552-b56b-440e-830b-b4e40b58f854::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Redneck Yacht Club,Craig Morgan,43,56,0.0,1,analysis.scene_era_tag_popularity_v2,25,False,False,True,True,True,True,True,False,True,True,True,True
d6e50fb5-a135-4008-80b6-d0be434369ac::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Volare (Nel Blu Di Pinto Di Blu) - 1998 - Remastered,Dean Martin,33,44,0.0,4,analysis.era_tag_popularity,25,False,False,True,True,True,True,True,False,True,True,True,True
38d8ba41-a4ea-48ea-b460-bd93d164302a::t4,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Woo Hah!! Got You All In Check,Busta Rhymes,204,243,0.0,18,centroid.anchor_tracks.audio_laion_clap,25,False,False,True,True,True,True,True,False,False,False,False,True
8bcb7d16-9be0-40cc-9a9d-28b654997b8d::t6,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Exit Theme (feat. Astronautalis & Lotte Kestner),"Astronautalis, Sadistik, Lotte Kestner",21,14,0.0,1,centroid.anchor_tracks.audio_laion_clap,25,False,False,True,True,True,True,True,False,True,True,True,True
cdd374ea-1ad9-4440-8c2d-4c76c5fb3f78::t3,P0_novelty_prior_anchor_failure,failure,all_candidate_plus_targeted_v4_state_selector,Gib ihn einfach (Dies das 2),Ghanaian Stallion,,,0.0,101,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,24,False,False,False,False,False,True,True,False,False,False,False,False
a930da0d-07f1-46c6-909d-e4fd95ae1148::t6,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Without You,Christina Aguilera,,,0.0,1,analysis.scene_era_tag_popularity_v2,24,False,False,True,True,True,True,True,False,False,False,False,False
5ee0dbbc-c1d1-4bed-ba09-7dafeec198bc::t8,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,278,278,0.0,22,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,22,False,False,False,True,True,True,True,False,False,False,False,True
4e2482dc-a76c-4f4b-9d3f-7becec2f8a3a::t4,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Goodbye Pork Pie Hat,Charles Mingus,386,372,0.0,12,analysis.scene_era_tag_popularity_v2,24,False,False,True,True,True,True,True,False,False,False,False,True
5861afef-85c0-4163-b8b9-5a11e308f352::t4,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Carmesí,Vicente Garcia,162,176,0.0,65,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,24,False,False,False,False,True,True,True,False,False,False,True,True
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Hong Kong 2046,Hong Kong Express,,,0.0,335,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,24,False,False,False,False,False,False,True,False,False,False,False,False
907921a3-d08f-4ba1-8cce-0e760a9e7044::t7,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Sunrise - Slow Hands Remix,Kasper Bjørke,,,0.0,281,centroid.anchor_tracks.cf_bpr,25,False,False,False,False,False,False,True,False,False,False,False,False
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Sparks,Hilary Duff,51,110,0.0,2,analysis.query_text_tag_popularity,22,False,False,True,True,True,True,True,False,False,True,True,True
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Acknowledge,Masta Ace,390,549,0.0,149,analysis.artist_neighbor_scene_v2,25,False,False,False,False,False,True,True,False,False,False,False,True
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Two To Make It Right,Seduction,498,721,0.0,6,analysis.scene_era_tag_popularity_v2,25,False,False,True,True,True,True,True,False,False,False,False,True
ba68a3cc-5278-4680-917a-4ca66d33ef31::t5,P0_new_artist_union20_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Buttons,The Pussycat Dolls,214,284,0.0,44,analysis.artist_tag_neighbor_popularity,25,False,False,False,True,True,True,True,False,False,False,False,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Love Train,The O'Jays,369,461,0.0,4,analysis.artist_tag_neighbor_popularity,25,False,False,True,True,True,True,True,False,False,False,False,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Leraine,Kettel,34,55,0.0,7,dense.clap_text.sonic_nl_enriched.audio_laion_clap,25,False,False,True,True,True,True,True,False,True,True,True,True
67b9ba8a-382f-4b70-af76-576848d8cf67::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Gangsta Gangsta,N.W.A.,,,0.0,21,analysis.artist_neighbor_scene_v2,26,False,False,False,True,True,True,True,False,False,False,False,False
9468e467-d396-461b-be29-b30b6cf87c35::t5,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Midnight,A Tribe Called Quest,,,0.0,179,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,25,False,False,False,False,False,True,True,False,False,False,False,False
e978bb5b-26af-4c7d-b720-b9210bdddf25::t8,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Dear Yvette,"Jane Doe, Masta Ace",,,0.0,4,analysis.same_album_fanout,23,False,True,True,True,True,True,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t3,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Conquest of Paradise,Vangelis,,,0.0,12,analysis.tag_popularity_alias,25,False,False,True,True,True,True,True,False,False,False,False,False
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Thriller,Fall Out Boy,,,0.0,23,analysis.scene_era_tag_popularity_v2,27,False,False,False,True,True,True,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Breath and Life,Audiomachine,396,258,0.0,27,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,22,False,False,False,True,True,True,True,False,False,False,False,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t4,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,I Juswanna Chill,Large Professor,849,526,0.0,228,dense.qwen_8b.intent.metadata_qwen3_embedding_8b,25,False,False,False,False,False,False,True,False,False,False,False,True
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,failure,all_candidate_plus_targeted_v4_state_selector,Constant Craving - Remastered,k.d. lang,,532,0.0,5,analysis.artist_tag_neighbor_popularity,26,False,False,True,True,True,True,True,False,False,False,False,False
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Pilot,"Benjamin Wallfisch, Hans Zimmer",66,5,0.0,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,24,False,False,True,True,True,True,True,False,False,True,True,True
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Nordlys,Myrkur,5,3,0.38685280723454163,2,dense.siglip2_text.visual.image_siglip2,24,False,False,True,True,True,True,True,True,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,0.0,6,centroid.anchor_tracks.cf_bpr,25,False,True,True,True,True,True,True,False,False,False,False,False
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Soil,System Of A Down,,,0.0,11,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,24,False,True,True,True,True,True,True,False,False,False,False,False
d265b5a9-af57-4070-90f5-692a960c5aaa::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Motherboard,Daft Punk,,,0.0,123,analysis.query_text_tag_popularity,22,False,True,False,False,False,True,True,False,False,False,False,False
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Brain Relaxation Sky,Sample Rain Library,16,11,0.24465054211822604,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,25,False,False,True,True,True,True,True,True,True,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Go Go Gadget Flow,Lupe Fiasco,,,0.0,20,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,22,False,True,True,True,True,True,True,False,False,False,False,False
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Silhouette,Julia Holter,,,0.0,,,21,False,True,False,False,False,False,False,False,False,False,False,False
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,Music Will Untune the Sky,Have A Nice Life,,,0.0,807,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,21,False,False,False,False,False,False,True,False,False,False,False,False
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,all_candidate_plus_targeted_v4_state_selector,The Animus 2.0,Jesper Kyd,6,5,0.3562071871080222,3,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,24,False,False,True,True,True,True,True,True,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,White Ferrari,Frank Ocean,6,6,0.3562071871080222,1,dense.siglip2_text.visual.image_siglip2,25,False,False,True,True,True,True,True,True,True,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Young And Beautiful,Lana Del Rey,19,19,0.23137821315975915,1,lookup.resolved_artist_discography,25,False,False,True,True,True,True,True,True,True,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,29,29,0.0,3,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,False,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,0.0,1,centroid.anchor_tracks.cf_bpr,24,False,True,True,True,True,True,True,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Crawling,Linkin Park,,,0.0,8,analysis.query_text_tag_popularity,25,False,True,True,True,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Smells Like Teen Spirit,Nirvana,972,972,0.0,214,bm25,21,False,False,False,False,False,False,True,False,False,False,False,True
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Hung Up,Madonna,1,1,1.0,1,lookup.resolved_artist_discography,25,False,False,True,True,True,True,True,True,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,93 'Til Infinity,Souls Of Mischief,16,6,0.24465054211822604,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,25,False,False,True,True,True,True,True,True,True,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Army Dreamers,Kate Bush,,,0.0,118,analysis.era_tag_popularity,22,False,True,False,False,False,True,True,False,False,False,False,False
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,En el 2000,Natalia Lafourcade,32,32,0.0,1,bm25,23,False,False,True,True,True,True,True,False,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Runaway,"Pusha T, Kanye West",21,14,0.0,1,centroid.anchor_tracks.image_siglip2,24,False,False,True,True,True,True,True,False,True,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",,,0.0,2,analysis.same_album_fanout,25,True,False,True,True,True,True,True,False,False,False,False,False
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Alive,Pearl Jam,2,2,0.6309297535714575,1,dense.qwen_8b.attributes_enriched.attributes_qwen3_embedding_8b,25,False,False,True,True,True,True,True,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",25,25,0.0,2,centroid.anchor_tracks.image_siglip2,24,False,False,True,True,True,True,True,False,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",27,27,0.0,1,centroid.anchor_tracks.image_siglip2,25,False,False,True,True,True,True,True,False,True,True,True,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,YAH.,Kendrick Lamar,13,13,0.26264953503719357,10,analysis.same_album_fanout,25,False,False,True,True,True,True,True,True,True,True,True,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Stay Down,Brent Faiyaz,1,1,1.0,1,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,24,False,False,True,True,True,True,True,True,True,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Cinderella (feat. Ty Dolla $ign),Mac Miller,7,8,0.3333333333333333,2,analysis.same_album_fanout,25,False,False,True,True,True,True,True,True,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Sentimento Louco - Ao Vivo,Marília Mendonça,42,1,0.0,4,analysis.same_album_fanout,25,False,False,True,True,True,True,True,False,True,True,True,True
e6ba98e1-9bee-4cc9-a6b7-0a8dcd767a1f::t7,P0_same_album_ranker_failure,failure,all_candidate_plus_targeted_v4_state_selector,Boom,P.O.D.,48,56,0.0,3,centroid.anchor_tracks.image_siglip2,26,False,False,True,True,True,True,True,False,True,True,True,True
ad5348a7-d3bc-4882-bfca-54aa655eac96::t5,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Glitter,"Tyler, The Creator",,,0.0,79,analysis.tag_popularity_alias,22,False,False,False,False,True,True,True,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Las Almas Del Silencio,Ricky Martin,164,396,0.0,169,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,22,False,False,False,False,False,True,True,False,False,False,True,True
464477e4-f186-47fb-8cb0-55691c8b8f57::t6,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Where Eagles Dare,"Glenn Danzig, Misfits",696,568,0.0,30,centroid.anchor_tracks.image_siglip2,25,False,False,False,True,True,True,True,False,False,False,False,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t5,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,You Know What I Mean,Cults,452,704,0.0,25,dense.qwen_0_6b.attributes.attributes_qwen3_embedding_0_6b,25,False,False,False,True,True,True,True,False,False,False,False,True
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,The City Is At War,Cobra Starship,76,137,0.0,11,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,False,False,True,True,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,40,43,0.0,1,dense.siglip2_text.visual.image_siglip2,21,False,False,True,True,True,True,True,False,True,True,True,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Do Everything,Steven Curtis Chapman,97,106,0.0,4,analysis.scene_era_tag_popularity_v2,22,False,False,True,True,True,True,True,False,False,True,True,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,A New World,Harry Gregson-Williams,173,160,0.0,60,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,21,False,False,False,False,True,True,True,False,False,False,True,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Arregaçada / U Can't Touch This,Banda Uó,180,188,0.0,35,dense.qwen_0_6b.metadata.metadata_qwen3_embedding_0_6b,24,False,False,False,True,True,True,True,False,False,False,True,True
54cda581-3b2e-4245-a479-1a27589760d2::t3,P1_positive_tag_retrieval_gap_failure,failure,all_candidate_plus_targeted_v4_state_selector,Deliberation - Studio,Katatonia,271,515,0.0,46,analysis.artist_neighbor_scene_v2,25,False,False,False,True,True,True,True,False,False,False,False,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Yellow,Coldplay,46,83,0.0,1,lookup.era_popularity,23,False,False,True,True,True,True,True,False,True,True,True,True
a62ed6fc-e634-4d57-afab-36d9ffc0fcc1::t1,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Iris,The Goo Goo Dolls,25,80,0.0,2,lookup.era_popularity,22,False,False,True,True,True,True,True,False,True,True,True,True
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Dreams - 2004 Remaster,Fleetwood Mac,347,586,0.0,1,lookup.era_popularity,25,False,False,True,True,True,True,True,False,False,False,False,True
2eb984dc-9c71-449a-a335-caaa113d2c2b::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Tennessee Whiskey,Chris Stapleton,16,11,0.24465054211822604,2,centroid.anchor_tracks.image_siglip2,25,False,False,True,True,True,True,True,True,True,True,True,True
43a0926b-882e-403d-8cf7-2b0a598e0cc5::t2,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Devil In A New Dress,"Rick Ross, Kanye West",18,17,0.23540891336663824,1,centroid.anchor_tracks.cf_bpr,24,False,False,True,True,True,True,True,True,True,True,True,True
401c369d-1eba-41b2-8eca-d93a6faeeddc::t3,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Walk,Pantera,1,1,1.0,1,state_feature_selector,25,False,False,True,True,True,True,True,True,True,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,Old Time Rock & Roll,Bob Seger,1,1,1.0,2,dense.qwen_0_6b.intent.metadata_qwen3_embedding_0_6b,26,False,False,True,True,True,True,True,True,True,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,failure,all_candidate_plus_targeted_v4_state_selector,And I Love Her - Remastered,The Beatles,,,0.0,1,dense.siglip2_text.visual.image_siglip2,21,False,True,True,True,True,True,True,False,False,False,False,False
